NAME                                       STATUS                        ROLES                  AGE      VERSION    INTERNAL-IP       EXTERNAL-IP   OS-IMAGE                KERNEL-VERSION                  CONTAINER-RUNTIME               REGION
suncave-34                                 Ready                         <none>                 3y231d   v1.23.14   67.58.51.19       <none>        Ubuntu 20.04.4 LTS      5.4.0-139-generic               containerd://1.5.9              us-west
suncave-4                                  Ready                         <none>                 566d     v1.23.14   67.58.51.42       <none>        Ubuntu 20.04.3 LTS      5.4.0-139-generic               containerd://1.5.9              us-west
suncave-5                                  Ready                         <none>                 367d     v1.23.14   67.58.51.43       <none>        Ubuntu 20.04.3 LTS      5.4.0-137-generic               containerd://1.5.9              us-west
suncave-6                                  Ready                         <none>                 298d     v1.23.14   67.58.51.44       <none>        Ubuntu 20.04.3 LTS      5.4.0-137-generic               containerd://1.5.9              us-west
suncave-7                                  Ready                         <none>                 241d     v1.23.14   67.58.51.45       <none>        Ubuntu 20.04.3 LTS      5.4.0-137-generic               containerd://1.5.9              us-west
suncave-8                                  Ready                         <none>                 567d     v1.23.14   67.58.51.46       <none>        Ubuntu 20.04.3 LTS      5.4.0-137-generic               containerd://1.5.9              us-west
suncave-9                                  Ready                         <none>                 2y194d   v1.23.14   67.58.51.47       <none>        Ubuntu 20.04.3 LTS      5.4.0-139-generic               containerd://1.5.9              us-west
suncave-head                               Ready                         <none>                 3y230d   v1.23.14   67.58.51.37       <none>        Ubuntu 20.04.4 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
swosu-brandy.offn.onenet.net               Ready                         <none>                 557d     v1.23.14   156.110.41.134    <none>        Ubuntu 20.04.3 LTS      5.4.0-137-generic               containerd://1.5.9              us-central
ucm-fiona01.ucmerced.edu                   Ready                         <none>                 505d     v1.23.14   169.236.28.14     <none>        Ubuntu 20.04.3 LTS      5.4.0-139-generic               containerd://1.5.9              us-west
uicnrp-fiona.evl.uic.edu                   Ready                         <none>                 345d     v1.23.14   131.193.183.214   <none>        Ubuntu 20.04.3 LTS      5.4.0-139-generic               containerd://1.5.9              us-east
uicnrp-fiona2.evl.uic.edu                  Ready                         <none>                 301d     v1.23.14   131.193.183.215   <none>        Ubuntu 20.04.4 LTS      5.4.0-136-generic               containerd://1.5.9              us-east
uicnrp01.evl.uic.edu                       Ready                         <none>                 3y48d    v1.23.14   131.193.183.211   <none>        Ubuntu 20.04.5 LTS      5.15.0-53-generic               containerd://1.5.9              us-east
uicnrp02.evl.uic.edu                       Ready                         <none>                 3y85d    v1.23.14   131.193.183.212   <none>        Ubuntu 20.04.5 LTS      5.15.0-58-generic               containerd://1.5.9              us-east
unseenu.crbs.ucsd.edu                      Ready                         <none>                 436d     v1.23.14   67.58.56.45       <none>        Ubuntu 20.04.4 LTS      5.4.0-137-generic               containerd://1.5.9              us-west
v100-cc-star-01.noc.ucsb.edu               Ready                         <none>                 2y306d   v1.23.14   128.111.68.135    <none>        Ubuntu 20.04.3 LTS      5.4.0-135-generic               containerd://1.5.9              us-west
venadi.ucsc.edu                            Ready                         <none>                 3y341d   v1.23.14   128.114.109.74    <none>        Ubuntu 20.04.5 LTS      5.4.0-139-generic               containerd://1.5.9              us-west
xcache-10.t2.ucsd.edu                      Ready                         <none>                 317d     v1.23.14   169.228.131.207   <none>        Ubuntu 20.04.4 LTS      5.4.0-131-generic               containerd://1.5.9              us-west
xcache-11.t2.ucsd.edu                      Ready                         <none>                 3y33d    v1.23.14   169.228.131.206   <none>        Ubuntu 20.04.2 LTS      5.4.0-125-generic               containerd://1.5.9              us-west
